Units,Appliances,Hours,Season,Rate,Bill
182,12,6.3,Monsoon,6.5,2088.4
226,9,12.5,Monsoon,6.5,2512.0
210,8,11.5,Summer,7.0,2316.0
558,3,12.7,Monsoon,6.5,4086.6
326,4,4.1,Winter,6.0,2225.8
525,12,1.9,Summer,7.0,4525.2
367,4,10.5,Winter,6.0,2849.0
206,11,3.2,Monsoon,6.5,2266.6
583,2,11.4,Monsoon,6.5,4258.7
146,11,5.8,Summer,7.0,1944.4
527,4,4.3,Monsoon,6.5,3714.9
169,2,2.6,Winter,6.0,1162.8
198,10,6.1,Monsoon,6.5,2117.8
81,5,2.3,Winter,6.0,999.4
477,7,5.5,Summer,7.0,3984.0
209,9,9.8,Monsoon,6.5,2180.9
484,1,8.2,Summer,7.0,3767.6
228,5,12.0,Winter,6.0,2134.0
546,3,9.0,Monsoon,6.5,3920.0
115,10,5.5,Monsoon,6.5,1658.5
206,5,14.0,Monsoon,6.5,2199.0
300,8,5.1,Winter,6.0,2504.8
421,3,11.8,Summer,7.0,3429.4
310,12,10.7,Monsoon,6.5,3035.6
481,5,13.8,Winter,6.0,3528.4
481,6,6.8,Summer,7.0,4039.4
480,7,2.4,Winter,6.0,3396.2
279,12,12.2,Winter,6.0,2846.6
214,6,10.9,Summer,7.0,2340.2
391,8,9.7,Summer,7.0,3673.6
532,12,7.5,Summer,7.0,4638.0
303,12,3.9,Summer,7.0,2864.2
184,11,11.3,Winter,6.0,2060.4
517,11,12.0,Winter,6.0,4031.0
444,8,3.7,Summer,7.0,3607.6
426,10,6.9,Summer,7.0,3751.2
493,4,1.9,Monsoon,6.5,3490.7
580,5,10.1,Winter,6.0,4025.8
464,12,13.9,Monsoon,6.5,4080.2
471,5,9.4,Winter,6.0,3491.2
91,2,3.0,Winter,6.0,672.0
310,1,8.8,Winter,6.0,2314.4
360,12,10.8,Winter,6.0,3184.4
575,11,10.3,Winter,6.0,4455.4
208,2,5.6,Monsoon,6.5,1763.8
495,12,1.7,Summer,7.0,4426.6
580,2,8.0,Monsoon,6.5,4273.0
207,4,13.6,Monsoon,6.5,1896.3
264,1,8.4,Summer,7.0,2158.2
120,3,8.7,Summer,7.0,1210.6
342,1,2.6,Summer,7.0,2444.8
385,6,13.6,Monsoon,6.5,3210.3
80,4,5.3,Winter,6.0,1003.4
535,3,8.7,Winter,6.0,3658.6
440,10,8.2,Monsoon,6.5,3696.6
181,11,11.7,Monsoon,6.5,2190.1
272,3,5.2,Summer,7.0,2204.6
301,10,6.0,Summer,7.0,2840.0
512,2,8.4,Monsoon,6.5,3676.2
247,7,7.2,Winter,6.0,2118.6
515,12,3.3,Monsoon,6.5,4173.9
355,11,10.2,Summer,7.0,3433.6
461,10,9.7,Monsoon,6.5,4029.1
247,7,11.8,Monsoon,6.5,2401.9
468,1,13.6,Winter,6.0,3229.8
356,2,8.1,Summer,7.0,2978.8
147,6,9.5,Winter,6.0,1573.0
359,3,12.4,Winter,6.0,2661.2
90,2,6.2,Winter,6.0,806.6
187,2,3.7,Winter,6.0,1361.6
581,2,8.1,Monsoon,6.5,4275.3
357,10,2.7,Winter,6.0,2741.6
405,7,3.8,Summer,7.0,3518.4
492,8,8.9,Monsoon,6.5,3949.2
239,11,3.1,Summer,7.0,2517.8
353,1,13.0,Monsoon,6.5,2762.5
335,11,9.1,Monsoon,6.5,3231.3
529,6,11.5,Summer,7.0,4522.0
362,7,8.0,Winter,6.0,2818.0
169,5,6.6,Winter,6.0,1533.8
161,2,10.6,Summer,7.0,1450.8
138,2,10.8,Summer,7.0,1531.4
90,7,10.0,Winter,6.0,1194.0
589,9,10.1,Winter,6.0,4523.8
207,7,1.7,Monsoon,6.5,1795.1
87,12,6.8,Monsoon,6.5,1658.9
433,4,13.9,Monsoon,6.5,3583.7
123,10,7.1,Monsoon,6.5,1584.3
310,3,2.4,Monsoon,6.5,2195.2
441,1,6.8,Monsoon,6.5,3165.9
462,2,5.7,Summer,7.0,3500.6
200,5,5.2,Monsoon,6.5,1770.6
298,1,10.7,Winter,6.0,2293.6
302,5,13.1,Winter,6.0,2616.8
554,10,12.1,Summer,7.0,4745.8
86,10,7.3,Winter,6.0,1372.4
189,1,5.9,Winter,6.0,1309.2
443,1,2.8,Winter,6.0,2902.4
166,9,7.9,Summer,7.0,1896.2
206,8,1.6,Winter,6.0,1778.8
561,7,6.2,Summer,7.0,4591.6
266,9,11.6,Winter,6.0,2410.8
529,3,3.2,Winter,6.0,3530.6
447,12,4.0,Summer,7.0,3968.0
121,3,6.4,Winter,6.0,1119.2
244,11,4.0,Summer,7.0,2630.0
352,2,6.8,Monsoon,6.5,2739.4
210,6,10.9,Winter,6.0,2009.2
478,3,2.9,Monsoon,6.5,3288.2
209,3,5.8,Summer,7.0,1676.4
322,1,10.0,Monsoon,6.5,2463.0
88,7,7.5,Winter,6.0,1187.0
164,7,4.6,Winter,6.0,1495.8
271,4,5.0,Monsoon,6.5,2069.5
333,11,11.8,Winter,6.0,2994.4
185,12,10.6,Winter,6.0,2128.8
232,4,3.0,Summer,7.0,2023.0
360,4,13.1,Summer,7.0,3214.8
284,2,12.3,Summer,7.0,2506.4
393,12,9.4,Winter,6.0,3369.2
424,7,7.5,Summer,7.0,3744.0
132,5,2.9,Winter,6.0,1234.2
439,12,6.7,Winter,6.0,3614.6
266,1,1.5,Summer,7.0,1983.0
372,8,5.0,Summer,7.0,3165.0
269,5,13.4,Winter,6.0,2350.2
391,2,2.7,Winter,6.0,2407.6
213,6,6.0,Monsoon,6.5,1977.5
460,4,9.6,Monsoon,6.5,3475.8
473,2,12.6,Monsoon,6.5,3473.3
203,1,8.8,Monsoon,6.5,1577.9
536,2,2.4,Summer,7.0,4078.2
431,5,10.6,Monsoon,6.5,3376.3
237,1,3.1,Monsoon,6.5,1756.3
338,9,13.7,Monsoon,6.5,3202.6
200,7,2.3,Winter,6.0,1783.4
595,1,3.6,Monsoon,6.5,4023.3
212,5,2.1,Monsoon,6.5,1900.8
274,12,11.7,Summer,7.0,3128.6
156,3,7.0,Monsoon,6.5,1515.0
479,7,9.1,Winter,6.0,3538.8
83,3,8.6,Summer,7.0,870.8
546,9,10.3,Monsoon,6.5,4540.4
390,4,5.2,Winter,6.0,2732.6
201,3,4.3,Monsoon,6.5,1744.9
378,1,9.5,Summer,7.0,2969.0
356,1,9.5,Summer,7.0,2800.0
198,1,9.6,Summer,7.0,1757.8
165,12,12.5,Winter,6.0,2105.0
216,7,12.7,Monsoon,6.5,2214.6
138,11,11.7,Winter,6.0,1902.6
366,3,4.7,Summer,7.0,2746.6
188,12,10.8,Monsoon,6.5,2349.4
343,11,9.4,Monsoon,6.5,3339.7
532,4,5.6,Summer,7.0,4094.8
484,3,7.1,Monsoon,6.5,3611.8
231,8,2.7,Winter,6.0,1923.6
269,3,3.9,Winter,6.0,2019.2
264,11,5.0,Monsoon,6.5,2579.0
261,7,10.1,Summer,7.0,2510.8
226,2,6.8,Summer,7.0,1984.4
492,2,10.6,Monsoon,6.5,3544.8
92,10,2.7,Monsoon,6.5,1369.6
192,1,11.0,Summer,7.0,1589.0
334,2,4.8,Summer,7.0,2458.4
188,9,10.7,Summer,7.0,2223.6
167,4,3.2,Monsoon,6.5,1573.1
247,5,5.6,Winter,6.0,1892.8
137,9,10.2,Summer,7.0,1957.6
101,1,2.8,Summer,7.0,851.4
505,3,1.5,Summer,7.0,3736.0
312,7,6.3,Summer,7.0,2845.4
373,4,13.0,Monsoon,6.5,3094.5
195,8,3.6,Monsoon,6.5,1794.3
184,5,6.0,Summer,7.0,1801.0
449,2,12.7,Summer,7.0,3555.6
518,9,5.7,Summer,7.0,4312.6
515,3,12.7,Monsoon,6.5,3902.1
373,6,12.4,Monsoon,6.5,3149.7
457,5,11.6,Winter,6.0,3280.8
232,11,3.3,Summer,7.0,2356.4
537,12,11.5,Winter,6.0,4418.0
195,10,6.8,Summer,7.0,2197.4
172,6,13.9,Summer,7.0,1926.2
441,6,7.7,Winter,6.0,3347.6
503,10,11.4,Monsoon,6.5,4258.7
331,7,6.7,Summer,7.0,3063.6
584,9,8.2,Monsoon,6.5,4577.6
165,10,10.4,Winter,6.0,2050.2
304,12,2.6,Monsoon,6.5,2863.8
288,1,6.0,Summer,7.0,2341.0
192,1,12.9,Summer,7.0,1804.2
381,8,3.3,Summer,7.0,3411.4
328,4,11.8,Winter,6.0,2436.4
221,2,13.5,Monsoon,6.5,1867.5
106,12,13.6,Winter,6.0,1836.8
188,11,8.8,Summer,7.0,2371.4
241,1,3.3,Monsoon,6.5,1645.9
330,2,1.7,Summer,7.0,2550.6
266,8,10.8,Summer,7.0,2804.4
386,8,6.6,Monsoon,6.5,3235.8
93,5,2.9,Winter,6.0,844.2
112,10,10.9,Monsoon,6.5,1790.2
91,7,11.9,Summer,7.0,1507.2
344,10,7.8,Monsoon,6.5,3070.4
240,5,13.7,Winter,6.0,2265.6
208,12,4.1,Winter,6.0,2020.8
481,3,11.8,Summer,7.0,4028.4
159,12,7.4,Monsoon,6.5,2030.7
494,7,3.6,Monsoon,6.5,3806.8
514,4,4.9,Monsoon,6.5,3641.2
451,10,11.2,Summer,7.0,4141.6
325,5,3.5,Summer,7.0,2602.0
296,10,1.6,Summer,7.0,2774.8
286,11,13.1,Summer,7.0,3056.8
167,10,8.6,Winter,6.0,2030.8
126,1,5.4,Winter,6.0,980.2
445,5,13.5,Summer,7.0,3924.0
402,7,10.6,Summer,7.0,3481.8
179,6,6.6,Monsoon,6.5,1845.3
594,3,1.8,Summer,7.0,4448.4
118,5,3.5,Winter,6.0,1218.0
175,12,4.4,Summer,7.0,2088.2
224,12,3.5,Monsoon,6.5,2440.0
429,8,11.3,Monsoon,6.5,3647.9
448,10,12.2,Winter,6.0,3749.6
476,4,4.1,Summer,7.0,3594.8
589,2,11.6,Summer,7.0,4500.8
169,8,2.7,Winter,6.0,1619.6
382,3,2.4,Summer,7.0,3081.2
441,2,2.4,Winter,6.0,2928.2
564,5,11.0,Winter,6.0,4093.0
223,2,13.6,Monsoon,6.5,2059.3
452,5,6.5,Summer,7.0,3587.0
455,9,12.1,Winter,6.0,3663.8
165,11,6.7,Winter,6.0,1972.6
123,10,13.7,Winter,6.0,1650.6
330,12,11.8,Monsoon,6.5,3109.4
187,5,6.2,Summer,7.0,1948.6
154,4,6.4,Winter,6.0,1449.2
175,6,7.3,Monsoon,6.5,1854.9
191,2,3.8,Winter,6.0,1287.4
523,4,6.5,Winter,6.0,3463.0
430,10,7.6,Winter,6.0,3535.8
365,8,2.0,Summer,7.0,3060.0
229,11,4.2,Winter,6.0,2346.6
469,1,13.2,Summer,7.0,3752.6
564,4,2.2,Winter,6.0,3566.6
513,5,4.7,Monsoon,6.5,3731.1
225,2,4.9,Summer,7.0,1733.2
542,7,8.1,Winter,6.0,3915.8
135,2,12.7,Summer,7.0,1499.6
384,3,4.0,Winter,6.0,2675.0
566,9,10.1,Winter,6.0,4195.8
527,6,12.9,Monsoon,6.5,4318.7
90,9,11.3,Winter,6.0,1392.4
228,6,9.8,Summer,7.0,2272.4
234,8,13.2,Summer,7.0,2632.6
196,11,6.6,Winter,6.0,2191.8
83,8,13.3,Monsoon,6.5,1345.9
540,11,13.6,Monsoon,6.5,4504.8
303,12,13.7,Summer,7.0,3349.6
250,10,6.2,Monsoon,6.5,2476.6
275,11,8.7,Summer,7.0,2740.6
452,1,5.3,Winter,6.0,2932.4
207,12,7.7,Monsoon,6.5,2424.1
500,6,5.9,Winter,6.0,3682.2
423,2,13.1,Winter,6.0,3118.8
462,3,8.4,Winter,6.0,3135.2
526,7,5.1,Monsoon,6.5,4089.8
370,12,9.3,Monsoon,6.5,3345.4
186,2,9.6,Summer,7.0,1760.8
588,12,10.9,Summer,7.0,5329.2
534,9,8.8,Summer,7.0,4435.4
376,7,4.1,Monsoon,6.5,3095.8
470,2,3.9,Monsoon,6.5,3384.2
439,8,6.7,Summer,7.0,3832.6
463,4,7.8,Summer,7.0,3706.4
350,5,12.0,Monsoon,6.5,2998.0
327,1,12.8,Monsoon,6.5,2610.9
95,1,3.4,Summer,7.0,866.2
405,6,3.6,Monsoon,6.5,3265.3
327,9,13.7,Winter,6.0,2878.6
482,1,11.5,Monsoon,6.5,3665.0
211,11,6.4,Winter,6.0,2098.2
405,9,3.5,Winter,6.0,3081.0
209,9,3.0,Summer,7.0,2277.0
346,9,3.5,Winter,6.0,2774.0
175,2,1.8,Summer,7.0,1260.4
236,1,9.2,Monsoon,6.5,1984.6
471,1,10.8,Summer,7.0,3580.4
446,3,4.5,Winter,6.0,2960.0
278,9,12.0,Winter,6.0,2632.0
132,5,2.5,Winter,6.0,1110.0
103,11,13.8,Monsoon,6.5,1672.9
550,10,3.0,Summer,7.0,4506.0
348,3,2.7,Winter,6.0,2461.6
292,7,2.8,Winter,6.0,2146.4
155,8,13.5,Winter,6.0,1717.0
509,7,12.6,Summer,7.0,4450.8
264,5,1.6,Summer,7.0,2158.8
112,2,13.7,Monsoon,6.5,1268.6
85,3,8.0,Winter,6.0,909.0
277,10,1.9,Summer,7.0,2503.2
236,4,12.3,Monsoon,6.5,2046.4
110,6,3.2,Summer,7.0,1141.6
209,5,4.9,Monsoon,6.5,1772.7
436,12,8.4,Summer,7.0,4067.2
587,7,7.9,Winter,6.0,4252.2
336,3,4.0,Summer,7.0,2652.0
185,10,11.4,Winter,6.0,2229.2
249,4,13.4,Winter,6.0,2228.2
536,7,9.0,Winter,6.0,3912.0
190,10,6.3,Winter,6.0,1918.4
441,6,12.7,Monsoon,6.5,3494.1
251,1,13.5,Winter,6.0,1928.0
499,5,9.0,Monsoon,6.5,3941.5
487,1,2.9,Winter,6.0,3083.2
270,6,4.6,Winter,6.0,2098.8
460,6,3.3,Monsoon,6.5,3482.4
89,6,10.1,Summer,7.0,1313.8
556,10,11.4,Summer,7.0,4830.2
147,7,5.0,Monsoon,6.5,1508.5
302,2,8.5,Monsoon,6.5,2219.0
511,11,11.0,Monsoon,6.5,4356.5
282,4,2.1,Winter,6.0,2112.8
127,5,6.8,Winter,6.0,1190.4
255,10,5.6,Winter,6.0,2382.8
101,5,1.7,Summer,7.0,1223.6
552,5,3.1,Summer,7.0,4331.8
120,6,9.6,Summer,7.0,1383.8
177,7,10.5,Winter,6.0,1801.0
434,7,2.5,Winter,6.0,3139.0
128,7,5.2,Winter,6.0,1450.6
204,6,13.2,Winter,6.0,1885.6
309,1,11.8,Summer,7.0,2479.4
410,12,10.6,Summer,7.0,3911.8
170,4,10.6,Summer,7.0,1784.8
85,12,12.4,Monsoon,6.5,1661.7
193,1,13.3,Summer,7.0,1676.4
417,12,9.2,Winter,6.0,3583.6
254,3,8.8,Winter,6.0,1876.4
406,3,10.9,Summer,7.0,3403.2
537,11,3.0,Monsoon,6.5,4409.5
569,11,7.6,Summer,7.0,4903.8
574,4,2.6,Winter,6.0,3777.8
164,6,8.5,Monsoon,6.5,1668.0
290,12,2.5,Monsoon,6.5,2838.0
297,1,9.9,Summer,7.0,2510.2
272,8,2.8,Winter,6.0,2186.4
400,5,10.4,Monsoon,6.5,3144.2
188,3,4.2,Monsoon,6.5,1570.6
543,10,7.9,Winter,6.0,4183.2
150,5,6.8,Summer,7.0,1572.4
184,3,7.3,Monsoon,6.5,1499.4
192,4,1.7,Monsoon,6.5,1640.6
353,1,7.5,Summer,7.0,2867.0
440,5,3.0,Winter,6.0,3180.0
442,7,4.2,Summer,7.0,3719.6
521,9,5.7,Monsoon,6.5,4206.1
458,2,2.1,Winter,6.0,2981.8
512,4,5.2,Monsoon,6.5,3789.6
362,9,9.1,Summer,7.0,3488.8
191,11,2.1,Winter,6.0,1896.8
304,2,2.2,Summer,7.0,2187.6
352,4,2.3,Monsoon,6.5,2513.4
311,10,10.2,Winter,6.0,2858.6
482,2,4.2,Winter,6.0,3126.6
290,3,11.3,Winter,6.0,2278.4
374,12,9.0,Monsoon,6.5,3314.0
269,9,12.8,Summer,7.0,2920.4
392,12,4.5,Monsoon,6.5,3465.0
151,3,3.8,Monsoon,6.5,1365.9
93,11,7.4,Summer,7.0,1594.2
261,5,12.5,Summer,7.0,2439.0
89,10,5.9,Monsoon,6.5,1485.7
81,8,12.4,Monsoon,6.5,1484.7
126,1,8.6,Summer,7.0,1185.8
595,3,10.9,Summer,7.0,4563.2
391,12,5.7,Summer,7.0,3777.6
439,9,4.7,Monsoon,6.5,3669.1
453,8,1.7,Winter,6.0,3315.6
421,9,11.2,Winter,6.0,3521.6
356,11,8.0,Summer,7.0,3291.0
500,4,9.7,Summer,7.0,3953.6
589,1,4.6,Winter,6.0,3797.8
291,12,2.6,Winter,6.0,2641.8
190,5,12.5,Monsoon,6.5,2038.0
259,5,12.9,Winter,6.0,2268.2
480,10,6.7,Winter,6.0,3708.6
275,1,8.7,Winter,6.0,1983.6
205,7,11.4,Monsoon,6.5,2246.7
375,2,13.6,Winter,6.0,2865.8
230,8,10.0,Monsoon,6.5,2412.0
246,5,7.6,Winter,6.0,1896.8
95,8,2.0,Winter,6.0,1140.0
206,1,7.6,Monsoon,6.5,1468.8
440,11,11.9,Winter,6.0,3563.2
221,6,12.5,Winter,6.0,2173.0
238,2,10.4,Monsoon,6.5,1891.2
281,7,8.8,Monsoon,6.5,2418.9
304,1,7.4,Winter,6.0,2127.2
475,7,6.5,Summer,7.0,3862.0
389,10,5.4,Winter,6.0,3273.2
410,10,3.2,Winter,6.0,3151.6
218,7,8.4,Winter,6.0,2002.2
167,5,8.6,Winter,6.0,1653.8
267,7,11.3,Monsoon,6.5,2579.9
221,9,7.0,Summer,7.0,2338.0
446,8,5.9,Monsoon,6.5,3672.2
500,8,1.8,Winter,6.0,3706.4
511,2,10.9,Summer,7.0,4016.2
462,3,9.3,Summer,7.0,3828.4
134,7,3.1,Winter,6.0,1198.8
551,1,2.6,Winter,6.0,3431.8
189,6,8.9,Monsoon,6.5,1865.7
573,12,5.6,Monsoon,6.5,4542.3
134,12,4.1,Summer,7.0,1755.8
587,3,4.3,Monsoon,6.5,4059.9
398,12,13.9,Winter,6.0,3410.2
285,2,2.3,Winter,6.0,1832.4
203,9,2.7,Monsoon,6.5,1934.1
565,1,11.9,Summer,7.0,4430.2
136,2,5.2,Winter,6.0,1188.6
320,9,4.8,Summer,7.0,3033.4
206,7,3.3,Monsoon,6.5,1747.4
225,12,9.7,Summer,7.0,2563.6
285,8,7.5,Monsoon,6.5,2580.5
182,10,7.7,Monsoon,6.5,2038.6
475,12,11.5,Winter,6.0,4039.0
515,3,1.8,Winter,6.0,3419.4
478,1,8.8,Summer,7.0,3524.4
535,1,12.9,Monsoon,6.5,3934.7
559,12,7.2,Summer,7.0,4748.6
446,9,12.2,Summer,7.0,4155.6
437,12,8.1,Summer,7.0,4177.8
258,11,3.4,Summer,7.0,2754.2
550,12,12.2,Winter,6.0,4342.6
390,7,2.4,Winter,6.0,2959.2
563,10,9.7,Winter,6.0,4443.6
599,11,8.1,Monsoon,6.5,4751.3
411,10,13.4,Monsoon,6.5,3724.7
493,2,2.1,Monsoon,6.5,3324.3
178,11,2.8,Summer,7.0,2132.4
317,12,11.4,Winter,6.0,2904.2
473,7,13.0,Summer,7.0,4011.0
336,2,2.0,Monsoon,6.5,2257.0
463,10,9.4,Winter,6.0,3556.2
408,2,10.2,Summer,7.0,3314.6
284,4,4.7,Summer,7.0,2453.6
372,4,4.0,Monsoon,6.5,2722.0
276,2,8.8,Winter,6.0,1931.4
114,3,12.7,Summer,7.0,1382.6
153,6,3.8,Winter,6.0,1534.4
274,4,8.6,Winter,6.0,2236.8
440,6,9.2,Monsoon,6.5,3643.6
148,8,6.8,Summer,7.0,1788.4
160,3,11.3,Summer,7.0,1633.4
200,8,4.4,Summer,7.0,2169.2
103,4,11.8,Winter,6.0,1206.4
479,12,6.0,Winter,6.0,3752.0
156,9,8.7,Winter,6.0,1879.6
592,5,6.5,Monsoon,6.5,4234.0
193,10,7.4,Monsoon,6.5,2095.7
110,1,5.7,Monsoon,6.5,922.6
422,1,3.2,Summer,7.0,3238.6
417,11,12.9,Monsoon,6.5,3667.7
585,2,11.6,Summer,7.0,4687.8
116,6,13.8,Monsoon,6.5,1593.4
162,9,7.5,Monsoon,6.5,1764.0
122,2,1.9,Winter,6.0,1024.2
438,7,7.5,Summer,7.0,3697.0
136,1,11.2,Summer,7.0,1280.6
468,11,10.0,Monsoon,6.5,3896.0
573,1,6.3,Monsoon,6.5,4008.9
208,7,10.3,Monsoon,6.5,2226.4
198,8,3.0,Summer,7.0,2028.0
278,6,7.0,Winter,6.0,2133.0
317,2,8.9,Summer,7.0,2564.2
126,1,12.4,Winter,6.0,1145.2
158,1,3.1,Summer,7.0,1199.8
124,6,5.9,Winter,6.0,1274.2
212,10,6.5,Winter,6.0,2016.0
158,2,4.6,Monsoon,6.5,1413.8
586,12,10.7,Summer,7.0,5213.6
534,12,5.3,Summer,7.0,4703.4
379,11,4.6,Monsoon,6.5,3293.3
595,2,2.2,Winter,6.0,3821.6
577,5,2.5,Monsoon,6.5,4065.5
316,5,10.8,Monsoon,6.5,2638.4
461,12,11.7,Summer,7.0,4256.6
320,12,7.0,Summer,7.0,3298.0
101,8,12.0,Summer,7.0,1551.0
473,5,11.8,Winter,6.0,3386.4
365,10,6.3,Summer,7.0,3240.4
473,8,2.1,Winter,6.0,3371.8
268,11,6.9,Winter,6.0,2392.2
392,1,8.3,Monsoon,6.5,2873.4
424,5,11.6,Summer,7.0,3577.8
429,12,11.9,Summer,7.0,4188.2
138,2,8.4,Winter,6.0,1190.2
554,7,8.7,Monsoon,6.5,4439.6
346,3,13.5,Monsoon,6.5,2911.0
323,3,12.8,Monsoon,6.5,2645.9
360,2,14.0,Monsoon,6.5,2989.0
425,10,6.4,Winter,6.0,3369.2
355,11,4.6,Winter,6.0,2829.8
394,10,9.8,Summer,7.0,3667.4
534,8,1.7,Summer,7.0,4159.6
117,6,7.5,Winter,6.0,1436.0
498,1,8.7,Summer,7.0,3684.6
401,2,7.0,Winter,6.0,2714.0
345,8,3.1,Winter,6.0,2615.8
130,4,2.9,Summer,7.0,1120.2
598,8,8.7,Summer,7.0,4820.6
313,1,13.4,Monsoon,6.5,2456.7
96,11,12.1,Winter,6.0,1659.8
125,10,4.4,Monsoon,6.5,1490.7
599,8,2.9,Summer,7.0,4683.2
288,6,8.6,Summer,7.0,2708.8
516,5,3.3,Summer,7.0,4046.4
448,6,13.7,Monsoon,6.5,3726.6
381,10,1.9,Winter,6.0,3027.2
377,3,12.9,Summer,7.0,3058.2
296,6,7.9,Summer,7.0,2793.2
432,4,6.2,Monsoon,6.5,3389.6
233,7,11.0,Summer,7.0,2284.0
309,10,7.8,Summer,7.0,3175.4
508,9,10.7,Monsoon,6.5,4306.6
563,11,8.1,Summer,7.0,4957.8
355,4,12.0,Winter,6.0,2726.0
416,4,11.5,Summer,7.0,3529.0
546,6,10.9,Summer,7.0,4426.2
326,8,10.7,Monsoon,6.5,2997.6
161,6,8.5,Winter,6.0,1483.0
575,10,4.4,Winter,6.0,4287.2
208,9,4.6,Summer,7.0,2227.8
221,10,4.8,Monsoon,6.5,2216.9
401,2,2.5,Winter,6.0,2671.0
231,10,7.7,Monsoon,6.5,2318.1
544,1,3.6,Summer,7.0,4037.8
561,12,2.8,Winter,6.0,4091.4
104,12,3.6,Winter,6.0,1391.8
477,7,5.9,Summer,7.0,4014.2
327,12,5.2,Monsoon,6.5,3073.1
190,12,2.1,Winter,6.0,2009.8
498,11,7.1,Winter,6.0,3974.8
568,12,3.2,Winter,6.0,4220.6
165,3,12.7,Monsoon,6.5,1662.1
544,7,5.5,Monsoon,6.5,4085.0
366,2,4.4,Monsoon,6.5,2734.2
129,10,8.0,Winter,6.0,1766.0
600,7,5.1,Monsoon,6.5,4543.8
262,3,2.0,Winter,6.0,1780.0
364,10,12.5,Winter,6.0,3194.0
435,5,3.6,Summer,7.0,3467.8
578,8,4.3,Winter,6.0,4044.4
345,10,10.9,Winter,6.0,2993.2
365,3,2.7,Monsoon,6.5,2775.1
252,1,9.0,Monsoon,6.5,1825.0
279,1,7.6,Monsoon,6.5,1954.3
288,5,13.3,Winter,6.0,2567.4
535,9,3.1,Winter,6.0,3963.8
192,12,10.3,Winter,6.0,2131.4
522,8,4.8,Winter,6.0,3706.4
199,6,11.5,Winter,6.0,1869.0
156,6,3.5,Monsoon,6.5,1523.0
544,11,10.7,Winter,6.0,4165.6
402,1,6.9,Monsoon,6.5,2987.2
274,9,9.8,Winter,6.0,2371.4
88,4,3.2,Monsoon,6.5,963.6
280,5,7.4,Summer,7.0,2590.2
588,5,3.1,Summer,7.0,4422.8
299,1,6.9,Monsoon,6.5,2302.7
293,12,3.7,Monsoon,6.5,2852.1
349,10,6.3,Monsoon,6.5,3242.9
437,8,8.1,Summer,7.0,3747.8
317,5,9.8,Winter,6.0,2601.4
481,10,6.0,Monsoon,6.5,4040.5
178,4,2.9,Winter,6.0,1406.2
537,6,4.6,Winter,6.0,3807.8
260,8,13.5,Summer,7.0,2626.0
487,12,3.1,Winter,6.0,3885.8
501,11,4.4,Winter,6.0,3842.2
599,4,12.6,Winter,6.0,4265.8
410,5,9.9,Summer,7.0,3532.2
532,7,6.5,Winter,6.0,3706.0
577,12,4.2,Winter,6.0,4232.6
538,7,4.3,Winter,6.0,3738.4
291,11,2.9,Monsoon,6.5,2705.7
100,12,1.8,Summer,7.0,1574.4
421,6,11.1,Summer,7.0,3780.8
130,9,4.1,Summer,7.0,1733.8
240,9,6.4,Summer,7.0,2411.2
245,6,5.6,Winter,6.0,1976.8
334,1,2.0,Monsoon,6.5,2152.0
184,9,6.5,Monsoon,6.5,2061.0
240,5,5.3,Summer,7.0,2120.4
333,1,4.9,Monsoon,6.5,2279.7
490,3,11.7,Winter,6.0,3450.6
158,2,7.8,Summer,7.0,1516.4
95,12,11.9,Summer,7.0,1705.2
480,4,11.9,Summer,7.0,3962.2
515,9,10.8,Winter,6.0,3981.4
549,4,2.7,Winter,6.0,3774.6
465,5,6.9,Winter,6.0,3271.2
365,8,5.1,Winter,6.0,2975.8
330,7,1.7,Monsoon,6.5,2751.6
483,6,11.0,Monsoon,6.5,3742.5
309,10,13.7,Winter,6.0,2940.6
537,6,7.5,Summer,7.0,4264.0
398,6,3.3,Monsoon,6.5,2961.4
253,4,12.3,Summer,7.0,2475.4
335,2,3.3,Monsoon,6.5,2491.9
318,1,11.1,Monsoon,6.5,2421.8
398,12,5.7,Winter,6.0,3254.6
409,12,8.6,Summer,7.0,3941.8
354,12,4.1,Summer,7.0,3509.8
591,6,13.5,Winter,6.0,4284.0
552,12,7.5,Winter,6.0,4436.0
163,2,6.8,Monsoon,6.5,1268.9
210,1,3.5,Winter,6.0,1335.0
282,8,12.4,Summer,7.0,2749.2
514,8,3.6,Summer,7.0,4336.8
223,12,12.4,Winter,6.0,2529.2
89,5,3.0,Winter,6.0,943.0
357,9,5.5,Monsoon,6.5,3099.5
249,3,5.1,Monsoon,6.5,1910.3
460,9,9.1,Monsoon,6.5,3920.8
295,6,13.1,Winter,6.0,2445.8
565,1,5.5,Summer,7.0,4115.0
561,2,13.9,Summer,7.0,4298.2
272,4,10.2,Winter,6.0,2302.6
418,2,2.3,Winter,6.0,2791.4
240,2,5.9,Monsoon,6.5,1991.2
433,11,1.7,Summer,7.0,3741.6
371,7,8.8,Winter,6.0,2933.4
492,5,8.5,Winter,6.0,3468.0
236,2,10.6,Summer,7.0,2071.8
349,10,2.8,Summer,7.0,3288.4
472,6,8.7,Monsoon,6.5,3692.6
564,4,3.6,Monsoon,6.5,3994.8
173,10,3.3,Summer,7.0,1887.4
80,6,2.5,Winter,6.0,816.0
530,7,9.8,Summer,7.0,4456.4
592,2,4.5,Winter,6.0,3859.0
474,12,7.4,Winter,6.0,3840.2
